Name1,Name2,Count
B2_5_2.png,B2_50_2.png,2
B4_1_2.png,B4_10_2.png,2
B4_7_2.png,B4_70_2.png,2
B16_1_0.png,B16_10_0.png,0
B22_6_1.png,B22_60_1.png,1
B44_24_2.png,B44_240_2.png,2
B45_21_2.png,B45_210_2.png,0
B45_71_3.png,B45_710_3.png,3
B46_182_0.png,B46_1820_0.png,0
B46_190_2.png,B46_1900_2.png,2
B46_191_3.png,B46_1910_3.png,3
B46_192_3.png,B46_1920_3.png,3
B46_196_1.png,B46_1960_1.png,1
B46_200_3.png,B46_2000_3.png,3
B47_182_0.png,B47_1820_0.png,0
B48_136_2.png,B48_1360_2.png,2
