Name1,Name2,Count
B3_5_1.png,B3_50_1.png,1
B6_10_3.png,B6_100_3.png,3
B9_1_1.png,B9_10_1.png,1
B10_9_2.png,B10_90_2.png,1
B12_4_0.png,B12_40_0.png,0
B15_2_1.png,B15_20_1.png,1
B17_2_0.png,B17_20_0.png,0
B21_1_3.png,B21_10_3.png,3
B24_5_2.png,B24_50_2.png,2
B26_5_0.png,B26_50_0.png,0
B48_74_1.png,B48_74_1.png,1
